email,categoria,identificat_raspuns,raspuns_propus
Mi-am uitat parola. Aș dori mai multe informații,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Ce documente sunt necesare pentru un cont nou? Vă rog să mă ajutați,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Care sunt condițiile pentru un credit de nevoi personale? Mi s-a spus să contactez suportul,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Vindeți asigurări de viață? Cum pot rezolva această situație?,necunoscut,nu,Răspunsul nu este disponibil.
Mi-am uitat parola. Mi s-a spus să contactez suportul,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
"Am pierdut portofelul, ce fac? Cum pot rezolva această situație?",necunoscut,nu,Răspunsul nu este disponibil.
Am nevoie de un consultant pentru investiții. Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
De ce mi-a fost refuzată plata? Mi s-a spus să contactez suportul,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Cât durează deschiderea unui cont? Vă rog să mă ajutați,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Mi-am uitat parola. Vă rog să mă ajutați,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Vreau să îmi fac un cont de economii. Ce pași trebuie să urmez?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Am introdus PIN-ul greșit și mi s-a blocat cardul. Aș dori mai multe informații,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cum îmi schimb parola? Am întâmpinat o problemă,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cum pot aplica pentru un credit ipotecar? Mi s-a spus să contactez suportul,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Mă deloghează automat din aplicație. Mi s-a spus să contactez suportul,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Plata contactless nu merge. Nu funcționează corect,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Care sunt condițiile pentru un card de credit business? Aș dori mai multe informații,necunoscut,nu,Răspunsul nu este disponibil.
Plata contactless nu merge. Am întâmpinat o problemă,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
ATM-ul mi-a reținut cardul. Cum pot rezolva această situație?,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Am bani în cont dar nu pot plăti. Mi s-a spus să contactez suportul,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Mi-am uitat parola.,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
De ce mi-a fost refuzată plata? Mi s-a spus să contactez suportul,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Cardul meu nu este acceptat la POS. Cum pot rezolva această situație?,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cum pot cumpăra criptomonede? Am întâmpinat o problemă,necunoscut,nu,Răspunsul nu este disponibil.
Ce opțiuni de investiții aveți? Ce pași trebuie să urmez?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
De ce mi-a fost refuzată plata? Vă rog să mă ajutați,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Ce înseamnă IBAN? Cum pot rezolva această situație?,necunoscut,nu,Răspunsul nu este disponibil.
"Care sunt condițiile pentru un card de credit business? Am încercat deja, dar fără rezultat",necunoscut,nu,Răspunsul nu este disponibil.
"Cum anulez o cerere de credit depusă? Am încercat deja, dar fără rezultat",necunoscut,nu,Răspunsul nu este disponibil.
Ce opțiuni de investiții aveți? Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Cum pot aplica pentru un credit ipotecar? Cum pot rezolva această situație?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Ce opțiuni de investiții aveți? Cum pot rezolva această situație?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Pot deschide un cont din străinătate? Mi s-a spus să contactez suportul,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Care sunt cele mai bune filme din 2023?,irrelevant,nu,Răspunsul nu este disponibil.
Vreau să îmi fac un cont de economii. Nu funcționează corect,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Cât durează deschiderea unui cont?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Ce riscuri implică investițiile? Am încercat deja, dar fără rezultat",investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Plata contactless nu merge. Am întâmpinat o problemă,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Mi-am uitat parola. Vă rog să mă ajutați,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
De ce mi-a fost refuzată plata? Vă rog să mă ajutați,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Am nevoie de un consultant pentru investiții. Cum pot rezolva această situație?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Am nevoie de un consultant pentru investiții. Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Ce documente sunt necesare pentru un cont nou? Nu funcționează corect,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Cardul meu nu este acceptat la POS. Nu funcționează corect,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Am nevoie de un credit rapid. Am încercat deja, dar fără rezultat",credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Cum pot investi în fonduri mutuale? Mi s-a spus să contactez suportul,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
De ce mi-a fost refuzată plata? Am întâmpinat o problemă,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
ATM-ul mi-a reținut cardul. Am întâmpinat o problemă,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cum activez autentificarea cu amprentă? Am întâmpinat o problemă,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Am introdus PIN-ul greșit și mi s-a blocat cardul.,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Nu pot face plăți cu cardul. Am încercat deja, dar fără rezultat",plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Care sunt condițiile pentru un card de credit business? Nu funcționează corect,necunoscut,nu,Răspunsul nu este disponibil.
Mi-am uitat parola. Aș dori mai multe informații,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Ce este un fond mutual? Aș dori mai multe informații,necunoscut,nu,Răspunsul nu este disponibil.
Plata contactless nu merge. Cum pot rezolva această situație?,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Ce dobândă are un credit auto?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Cum pot deschide un cont pentru copil?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Pot rambursa anticipat creditul? Cum pot rezolva această situație?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
"Mi-a fost blocat cardul, ce pot face? Cum pot rezolva această situație?",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Pot deschide un cont din străinătate? Nu funcționează corect,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Nu pot accesa contul din aplicație. Mi s-a spus să contactez suportul,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Vreau să îmi fac un cont de economii.,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Mi-a fost blocat cardul, ce pot face? Ce pași trebuie să urmez?",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cardul meu nu este acceptat la POS.,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Am nevoie de un credit rapid. Nu funcționează corect,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Cum anulez o cerere de credit depusă? Aș dori mai multe informații,necunoscut,nu,Răspunsul nu este disponibil.
Vreau să îmi fac un cont de economii. Am întâmpinat o problemă,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
